id,name,description,code,icon,type,gender,uniform_class,color_normal,color_0,color_1,color_2,color_3,color_4,skill_id,bone_name,rotation,scale,position,color_icon_id
3040,背挂式战术装备,装备是你此行最可靠的后援。你搞清自己需要什么了吗？生存，杀戮，还是退休？,BodyAcco,commander_3040_icon,4,0,30,Commander_3040_N,Commander_3040_0,Commander_3040_1,Commander_3040_2,Commander_3040_3,Commander_3040_4,0,BodyBinder1,0,0.2,"-0.153,0.015","473,474,475,476,477,478"
3051,特种作战下装（制服款）,设计者说：保护膝盖不是为了让投降者下跪。,Foot1,commander_3051_icon,5,1,30,Commander_3051_N,Commander_3051_0,Commander_3051_1,Commander_3051_2,Commander_3051_3,Commander_3051_4,0,,0,0.0,,"479,480,481,482,483,484"
3052,特种作战下装（牛仔款）,设计者说：希望它能保护你的双腿，让你能一次次站起来，去面对新的困境。,Foot2,commander_3052_icon,5,2,30,Commander_3052_N,Commander_3052_0,Commander_3052_1,Commander_3052_2,Commander_3052_3,Commander_3052_4,0,,0,0.0,,"485,486,487,488,489,490"
3120,备用发箍,G36有很多这样的发箍，在被妹妹消耗殆尽之前，她会着手做一批新产品，每一件都一模一样。,HeadAcco,commander_3120_icon,2,0,31,Commander_3120_N,,,,,,0,HairBinder2,0,0.2,"-0.032,0.243",491
3220,庆典鸭舌帽,为了四周年庆典准备的帽子。除了彰显品牌更重要的是我们指挥官的“态度”。,HeadAcco,commander_3220_icon,2,0,32,Commander_3220_N,,,,,,0,HairBinder2,0,0.2,"0.007,0.372",492
3230,潮流纪念帽T,为了四周年庆典准备的帽T。四年过去，你可还记得第一次在随机点遭遇敌人的体验？,Body,commander_3230_icon,3,0,32,Commander_3230_N,,,,,,0,,0,0.0,,492
3310,钢铁决心,你面临过许多让人焦头烂额的战斗，但这次似乎格外严重……,Head,commander_3310_icon,1,0,33,Commander_3310_N,,,,,,0,,0,0.0,,493
3411,绅士礼堂,一位绅士，从不会忘记打理自己的门面，就仿佛他的礼堂。,Head1,commander_3411_icon,1,1,34,Commander_3411_N,Commander_3411_0,Commander_3411_1,Commander_3411_2,Commander_3411_3,Commander_3411_4,0,,0,0.0,,"494,495,496,497,498,499"
3412,淑女桂苑,一位淑女，决不能疏于整理自己的妆容，就如同她的花园。,Head2,commander_3412_icon,1,2,34,Commander_3412_N,Commander_3412_0,Commander_3412_1,Commander_3412_2,Commander_3412_3,Commander_3412_4,0,,0,0.0,,"500,501,502,503,504,505"
3420,英伦风范,欢迎来到伦敦，远方人。,HeadAcco,commander_3420_icon,2,0,34,Commander_3420_N,Commander_3420_0,Commander_3420_1,Commander_3420_2,Commander_3420_3,Commander_3420_4,0,HairBinder2,0,0.2,"-0.064,0.376","506,507,508,509,510,511"
3431,泰晤士风衣（男）,“今天的泰晤士报上又说了些什么？”“还是老样子。”,Body1,commander_3431_icon,3,1,34,Commander_3431_N,Commander_3431_0,Commander_3431_1,Commander_3431_2,Commander_3431_3,Commander_3431_4,0,,0,0.0,,"512,513,514,515,516,517"
3432,泰晤士风衣（女）,“这座城市总是这样，一成不变，这样正好。”“一点也不，那太无聊了。”,Body2,commander_3432_icon,3,2,34,Commander_3432_N,Commander_3432_0,Commander_3432_1,Commander_3432_2,Commander_3432_3,Commander_3432_4,0,,0,0.0,,"518,519,520,521,522,523"
3440,探员搭档,一位精明的侦探，除了要有优秀的头脑，还要有击败罪犯的本领——在这一点上，名侦探们都有自己的技巧。,BodyAcco,commander_3440_icon,4,0,34,Commander_3440_N,Commander_3440_0,Commander_3440_1,Commander_3440_2,Commander_3440_3,Commander_3440_4,0,BodyBinder1,0,0.2,"-0.035,-0.136","524,525,526,527,528,529"
3451,欧式西裤,西装是现代骑士的战甲，此言一点不假。,Foot1,commander_3451_icon,5,1,34,Commander_3451_N,Commander_3451_0,Commander_3451_1,Commander_3451_2,Commander_3451_3,Commander_3451_4,0,,0,0.0,,"530,531,532,533,534,535"
3452,欧式裤袜,管好你的眼睛，不然谁也不知道它什么时候会踢过来。,Foot2,commander_3452_icon,5,2,34,Commander_3452_N,Commander_3452_0,Commander_3452_1,Commander_3452_2,Commander_3452_3,Commander_3452_4,0,,0,0.0,,"536,537,538,539,540,541"
3520,新生派对门票,戴上它就能换一个全新的身份。在这个谁也不认识你的时间放开手脚，把街道当做派对现场，尽情跳舞吧！,HeadAcco,commander_3520_icon,2,0,35,Commander_3520_N,,,,,,0,HairBinder2,0,0.2,"-0.049,0.236",542
3640,灿烂气球,纪念品的价值是由心意决定的，有些东西灿烂过就可以，不必长久。,BodyAcco,commander_3640_icon,4,0,36,Commander_3640_N,Commander_3640_0,Commander_3640_1,Commander_3640_2,Commander_3640_3,Commander_3640_4,0,BodyBinder1,0,0.5,"-0.221,0.693","543,544,545,546,547,548"
3720,端庄精致的头饰,采用了世所罕见的制作工艺，以匠人之心雕琢出的精美头饰。,HeadAcco,commander_3720_icon,2,0,37,Commander_3720_N,,,,,,0,HairBinder2,0,0.2,"-0.064,0.376",549
3740,绚丽夺目的衣装,精心剪裁的版型成就了这件礼服的不凡，绝无仅有的高级布料映衬出美的顶点。,BodyAcco,commander_3740_icon,4,0,37,Commander_3740_N,,,,,,0,BodyBinder1,0,0.2,"-0.035,-0.136",550
3820,钢丝戏法,当孤注一掷成为常事，你是否还记得生命原本的重量？,HeadAcco,commander_3820_icon,2,0,38,Commander_3820_N,,,,,,0,HairBinder2,0,0.2,"-0.077,0.254",551
3911,独行孤狼,夜幕之下，人潮追逐着绚丽的烟花，点亮独狼双眼的，是那映着月光的赤瞳与白发。,Head1,commander_3911_icon,1,1,39,Commander_3911_N,Commander_3911_0,Commander_3911_1,Commander_3911_2,Commander_3911_3,Commander_3911_4,0,,0,0.0,,"552,553,554,555,556,557"
3912,迷途羔羊,月光之下，人潮追逐着绚丽的烟花，指引羔羊归途的，是那藏于夜幕的黑影与利爪。,Head2,commander_3912_icon,1,2,39,Commander_3912_N,Commander_3912_0,Commander_3912_1,Commander_3912_2,Commander_3912_3,Commander_3912_4,0,,0,0.0,,"558,559,560,561,562,563"
3920,气氛组饰品,如此快乐的一夜，当然要有放飞自我的气氛组啦！,HeadAcco,commander_3920_icon,2,0,39,Commander_3920_N,Commander_3920_0,Commander_3920_1,Commander_3920_2,Commander_3920_3,Commander_3920_4,0,HairBinder2,0,0.2,"-0.064,0.376","564,565,566,567,568,569"
3931,“夜行者”夹克,“黑漆漆的皮毛，黑漆漆的夹克，你不觉得闷吗？”“……这是独行者的矜持。”,Body1,commander_3931_icon,3,1,39,Commander_3931_N,Commander_3931_0,Commander_3931_1,Commander_3931_2,Commander_3931_3,Commander_3931_4,0,,0,0.0,,"570,571,572,573,574,575"
3932,“祈祷者”夹克,“无论是皮毛还是衣服，都白得扎眼，应该很不耐脏吧？” “ ……请不要用懒得洗衣服的单身男子的标准评价我。”,Body2,commander_3932_icon,3,2,39,Commander_3932_N,Commander_3932_0,Commander_3932_1,Commander_3932_2,Commander_3932_3,Commander_3932_4,0,,0,0.0,,"576,577,578,579,580,581"
3940,游乐赠礼,“超豪华的奖品！玩的多赢得多！老板都要亏傻啦！”“什么？你说难度和门票？你这孩子怎么这么没有娱乐精神呢？！”,BodyAcco,commander_3940_icon,4,0,39,Commander_3940_N,Commander_3940_0,Commander_3940_1,Commander_3940_2,Commander_3940_3,Commander_3940_4,0,BodyBinder1,0,0.2,"-0.035,-0.136","582,583,584,585,586,587"
3951,“夜行者”长裤,月光下闪过的黑影，是被严实包裹的矫健。,Foot1,commander_3951_icon,5,1,39,Commander_3951_N,Commander_3951_0,Commander_3951_1,Commander_3951_2,Commander_3951_3,Commander_3951_4,0,,0,0.0,,"588,589,590,591,592,593"
3952,“祈祷者”短裤,夜幕中掠过的白光，是被解放而出的天性。,Foot2,commander_3952_icon,5,2,39,Commander_3952_N,Commander_3952_0,Commander_3952_1,Commander_3952_2,Commander_3952_3,Commander_3952_4,0,,0,0.0,,"594,595,596,597,598,599"
4011,少年的青涩,青涩的少年在第一次约会时展露了自己最帅的一面，其代价便是老爸的一整盒发胶。,Head1,commander_4011_icon,1,1,40,Commander_4011_N,Commander_4011_0,Commander_4011_1,Commander_4011_2,Commander_4011_3,Commander_4011_4,0,,0,0.0,,"600,601,602,603,604,605"
4012,少女的羞怯,羞怯的少女在第一次约会时想让自己尽量显得自然，却忘记了整理翘起来的调皮发梢。,Head2,commander_4012_icon,1,2,40,Commander_4012_N,Commander_4012_0,Commander_4012_1,Commander_4012_2,Commander_4012_3,Commander_4012_4,0,,0,0.0,,"606,607,608,609,610,611"
4020,决胜戎装,“所谓恋爱，即是少年与少女以思念与心意相拼杀的战场，若想赢得先机，就要带对装备。”——垫桌脚用的时尚杂志,HeadAcco,commander_4020_icon,2,0,40,Commander_4020_N,Commander_4020_0,Commander_4020_1,Commander_4020_2,Commander_4020_3,Commander_4020_4,0,HairBinder2,0,0.2,"-0.099,0.218","612,613,614,615,616,617"
4031,没舍得拆的新西装,不懂穿搭的少年在约会的前夜，将视线投向了老爸没拆封的新西装……,Body1,commander_4031_icon,3,1,40,Commander_4031_N,Commander_4031_0,Commander_4031_1,Commander_4031_2,Commander_4031_3,Commander_4031_4,0,,0,0.0,,"618,619,620,621,622,623"
4032,刚刚选好的连衣裙,精通穿搭的少女在约会的早上，把自己的衣柜翻了个底朝天……,Body2,commander_4032_icon,3,2,40,Commander_4032_N,Commander_4032_0,Commander_4032_1,Commander_4032_2,Commander_4032_3,Commander_4032_4,0,,0,0.0,,"624,625,626,627,628,629"
4040,回忆的赠礼,这是在少年遇见少女的故事中交织的回忆，既有初遇时的悸动，亦有热恋时的温存。,BodyAcco,commander_4040_icon,4,0,40,Commander_4040_N,Commander_4040_0,Commander_4040_1,Commander_4040_2,Commander_4040_3,Commander_4040_4,0,BodyBinder1,0,0.2,"-0.078,-0.026","630,631,632,633,634,635"
4051,没舍得拆的新西裤,“今天的你难得的很帅气哦！” “嘿嘿，这还要感谢老爸的大出血——咳咳，没什么啦。”,Foot1,commander_4051_icon,5,1,40,Commander_4051_N,Commander_4051_0,Commander_4051_1,Commander_4051_2,Commander_4051_3,Commander_4051_4,0,,0,0.0,,"636,637,638,639,640,641"
4052,刚刚选好的小皮鞋,“怎么啦，被精心打扮的我可爱到说不出话了吗？“你头发……不，今天的你确实比任何时候都要可爱。”,Foot2,commander_4052_icon,5,2,40,Commander_4052_N,Commander_4052_0,Commander_4052_1,Commander_4052_2,Commander_4052_3,Commander_4052_4,0,,0,0.0,,"642,643,644,645,646,647"
4120,引路人的慰藉,那些被阳光所照耀的笑容，便是他们曾在无光的黑夜里以身为炬的证明。,HeadAcco,commander_4120_icon,2,0,41,Commander_4120_N,,,,,,0,HairBinder2,0,0.2,"0.017,-0.021",648
4211,闪光的未来,“狮鹫反抗军新任驾驶员前来报到，长官，让我们为了更新世界的锋芒而战吧！”他闪着光芒的双眼中，是对未来的憧憬。,Head1,commander_4211_icon,1,1,42,Commander_4211_N,Commander_4211_0,Commander_4211_1,Commander_4211_2,Commander_4211_3,Commander_4211_4,0,,0,0.0,,"649,650,651,652,653,654"
4212,战火的刻痕,“我不讨厌你这样天真纯粹的家伙，但新兵，给我记好了，战场可不是什么荣耀的剧场，而是实打实的人间炼狱。”她刻印着战火的独眼中，是对过往的执念。,Head2,commander_4212_icon,1,2,42,Commander_4212_N,Commander_4212_0,Commander_4212_1,Commander_4212_2,Commander_4212_3,Commander_4212_4,0,,0,0.0,,"655,656,657,658,659,660"
4220,先行者的赠礼,“呃，新兵，暂且不说这些装备你是在哪里搞到的，你确定把它们放在脸上不会引发什么更高维度的问题吗？”,HeadAcco,commander_4220_icon,2,0,42,Commander_4220_N,Commander_4220_0,Commander_4220_1,Commander_4220_2,Commander_4220_3,Commander_4220_4,0,HairBinder2,0,0.2,"-0.062,0.312","661,662,663,664,665,666"
4231,狮鹫反抗军大衣,虽然它不能抵御来自黑暗宇宙的寒冷，但你依然可以用它带来的一丝温暖去治愈那些被战火烧灼的心。,Body1,commander_4231_icon,3,1,42,Commander_4231_N,Commander_4231_0,Commander_4231_1,Commander_4231_2,Commander_4231_3,Commander_4231_4,0,,0,0.0,,"667,668,669,670,671,672"
4232,狮鹫反抗军制服,当你披上这件深红色的制服，你便应成为守护那些无力自卫之人的坚盾，直至战火熄灭。,Body2,commander_4232_icon,3,2,42,Commander_4232_N,Commander_4232_0,Commander_4232_1,Commander_4232_2,Commander_4232_3,Commander_4232_4,0,,0,0.0,,"673,674,675,676,677,678"
4240,实验型军备,“这是……旧时代英雄以一当百的火箭筒、河外星系的源力武器……长官！你真的要把这些武器交给我吗？！”“拿着好好用吧，下一批的实验型补给就不一定能有这么靠谱的东西了。”,BodyAcco,commander_4240_icon,4,0,42,Commander_4240_N,Commander_4240_0,Commander_4240_1,Commander_4240_2,Commander_4240_3,Commander_4240_4,0,BodyBinder1,0,0.2,"-0.200,0.183","679,680,681,682,683,684"
4251,反抗军制式下装,只要向着那份悲愿前行，永不停歇，你脚下的路就会无限延伸——但在这一切之前，你需要一双足够坚韧的鞋子。,Foot1,commander_4251_icon,5,1,42,Commander_4251_N,Commander_4251_0,Commander_4251_1,Commander_4251_2,Commander_4251_3,Commander_4251_4,0,,0,0.0,,"685,686,687,688,689,690"
4252,反抗军制式裙装,通往和平的道路绝不是什么康庄大道，纵然此身深陷战争的泥潭，美好的愿景仍未磨灭——那份属于女战士的矜持与庄重亦然。,Foot2,commander_4252_icon,5,2,42,Commander_4252_N,Commander_4252_0,Commander_4252_1,Commander_4252_2,Commander_4252_3,Commander_4252_4,0,,0,0.0,,"691,692,693,694,695,696"
4310,登云捕风,看着吧，发条蜻蜓，总有一天咱们会让那些家伙见到我带着你征服蓝天的样子！,Head,commander_4310_icon,1,0,43,Commander_4310_N,,,,,,0,,0,0.0,,697
4411,桀骜碎发,那咄咄逼人的态度正是对自己最严苛的防御，就像刺猬要竖起浑身的利刃庇护脆弱的心。,Head1,commander_4411_icon,1,1,44,Commander_4411_N,,,,,,0,,0,0.0,,698
4412,随性造型,那笑容可掬的脸庞正是对他人最隐晦的试探，就像赤狐要依仗热烈的皮毛藏匿戒备的心。,Head2,commander_4412_icon,1,2,44,Commander_4412_N,,,,,,0,,0,0.0,,699
4420,遮蔽的鹰眼,这幅眼镜不会被轻易摘下，除非别无选择，遮蔽那双鹰眼，正是对狂呼酣战者的最后怜悯。,HeadAcco,commander_4420_icon,2,0,44,Commander_4420_N,,,,,,0,HairBinder2,0,0.2,"-0.018,0.036",700
4431,王牌的夹克（男）,“为什么宪兵对他的违纪行为视而不见？”“如果你能理解他胸前三枚徽章的含义，就不会问出这个问题……”,Body1,commander_4431_icon,3,1,44,Commander_4431_N,,,,,,0,,0,0.0,,701
4432,猎人的皮衣（女）,“飞行官，你的联队夹克在哪里？”“我猜这就是我的制服，你觉得呢？长官？”,Body2,commander_4432_icon,3,2,44,Commander_4432_N,,,,,,0,,0,0.0,,702
4440,最后的防线,切断伞绳吧，再花上几秒庆幸，然后保持奔跑，拿起这最后的防线，以及丢了弹匣的手枪。,BodyAcco,commander_4440_icon,4,0,44,Commander_4440_N,,,,,,0,BodyBinder1,0,0.2,"-0.09,-0.06",703
4451,特种作战裤,战争不会在精锐面前网开一面，自己的第二条生命，有时正得益于充足的准备。,Foot1,commander_4451_icon,5,1,44,Commander_4451_N,,,,,,0,,0,0.0,,704
4452,猎兵芳纶裤,外行认为它平平无奇，但不知道你是否发现，它防火防刺，且随时可以拓展升级。,Foot2,commander_4452_icon,5,2,44,Commander_4452_N,,,,,,0,,0,0.0,,705
4511,潇洒的分头,这样潇洒的长发经常引来同事的赞叹，但实际情况是，只有如此宽大的刘海才能遮住逐渐上涨的发际。,Head1,commander_4511_icon,1,1,45,Commander_4511_N,Commander_4511_0,Commander_4511_1,Commander_4511_2,Commander_4511_3,Commander_4511_4,0,,0,0.0,,"706,707,708,709,710,711"
4512,成熟的长发,这样自然的卷发时常需要严谨的打理，但实际情况是，只有如此蓬松的发型才能掩盖逐渐稀疏的发量。,Head2,commander_4512_icon,1,2,45,Commander_4512_N,Commander_4512_0,Commander_4512_1,Commander_4512_2,Commander_4512_3,Commander_4512_4,0,,0,0.0,,"712,713,714,715,716,717"
4520,生活的惊喜,上班族的日常，枯燥、乏味、相当令人无奈，但你总得试着给自己搞出点新花样。,HeadAcco,commander_4520_icon,2,0,45,Commander_4520_N,Commander_4520_0,Commander_4520_1,Commander_4520_2,Commander_4520_3,Commander_4520_4,0,HairBinder2,0,0.2,"-0.049,0.136","718,719,720,721,722,723"
4531,未来的期许（男）,如何将标准正装穿得更加帅气？除了健美的形体，还有腰间必须露出的背带，至少时尚杂志是这样说的。,Body1,commander_4531_icon,3,1,45,Commander_4531_N,Commander_4531_0,Commander_4531_1,Commander_4531_2,Commander_4531_3,Commander_4531_4,0,,0,0.0,,"724,725,726,727,728,729"
4532,当下的惬意（女）,如何将标准正装穿得更加随意？除了挽起的衣袖，还有腰间必须斜插的衬衫，至少穿搭博主是这样说的。,Body2,commander_4532_icon,3,2,45,Commander_4532_N,Commander_4532_0,Commander_4532_1,Commander_4532_2,Commander_4532_3,Commander_4532_4,0,,0,0.0,,"730,731,732,733,734,735"
4540,随性的道具,作为一般路过的普通上班族，随身携带这些物品相当正常吧？,BodyAcco,commander_4540_icon,4,0,45,Commander_4540_N,Commander_4540_0,Commander_4540_1,Commander_4540_2,Commander_4540_3,Commander_4540_4,0,BodyBinder1,0,0.2,"-0.182,0.281","736,737,738,739,740,741"
4551,商业热裤,也许对于普罗大众而言，这种审美为时尚早，但你要坚信自己可以成为时尚领域的开路先锋。,Foot1,commander_4551_icon,5,1,45,Commander_4551_N,Commander_4551_0,Commander_4551_1,Commander_4551_2,Commander_4551_3,Commander_4551_4,0,,0,0.0,,"742,743,744,745,746,747"
4552,祈愿皮履,鞋子两边的布饰就像小小的翅膀，它也许代表着曾经的梦想，寄希望于摆脱困境，甚至自由翱翔。,Foot2,commander_4552_icon,5,2,45,Commander_4552_N,Commander_4552_0,Commander_4552_1,Commander_4552_2,Commander_4552_3,Commander_4552_4,0,,0,0.0,,"748,749,750,751,752,753"
4640,酣宴使者,为狂欢之夜揭幕的重磅嘉宾，度数却意想不到的低，即使是酒量欠佳的人形也能一享畅饮的乐趣……不过，初感醉意的时候也就离醉倒不远了。,BodyAcco,commander_4640_icon,4,0,46,Commander_4640_N,,,,,,0,BodyBinder1,0,0.2,"-0.234,0.270",754
9920,活力伪装,永远展现最好的我。,HeadAcco,commander_9920_icon,2,0,99,Commander_9920_N,,,,,,0,HairBinder2,0,0.4,"-0.051,0.187",277
