id,code_a,description_a,description_b,description_c,code_b,is_manual_target,use_fairy_ui
6000003,Rock,我方梯队,乱石堆I,炸毁,Squad_Icon,0,0
6000004,Boomer,我方梯队,弃置歌莉娅,扔出,Squad_Icon,1,0
6000005,Build_PortableEMP,我方梯队,EMP手雷,携带,Squad_Icon,0,0
6000006,Build_PortableEMP,我方梯队,EMP手雷,扔出,Squad_Icon,1,0
6000007,Substation,我方梯队,变电站,开启,Squad_Icon,0,0
6000008,Substation,我方梯队,变电站,关闭,Squad_Icon,0,0
6000009,EMP,我方梯队,EMP,关闭,Squad_Icon,0,0
6000010,Portal1,我方梯队,传送节点,传送,Squad_Icon,0,0
6380201,Console,我方梯队,防御门X1,开启,Console_Icon,0,0
6380202,Console,我方梯队,防御门X1,关闭,Console_Icon,0,0
6380203,Console,我方梯队,防御门X2,开启,Console_Icon,0,0
6380204,Console,我方梯队,防御门X2,关闭,Console_Icon,0,0
6390301,Console,我方梯队,防御门X1,开启,Console_Icon,0,0
6410101,Boomer,我方梯队,歌利亚,携带,Squad_Icon,0,0
6410102,Boomer,我方梯队,歌利亚,扔出,Squad_Icon,0,0
6410401,Console,我方梯队,防御门I,开启,Console_Icon,0,0
6410501,Console,我方梯队,防御门II,开启,Console_Icon,0,0
6410701,LiftBlue,我方梯队,传送台,传送,Console_Icon,0,0
6410901,Console,我方梯队,控制台I,破解,Console_Icon,0,0
6411101,Boomer,我方梯队,歌利亚,扔出,Squad_Icon,1,0
6411201,Console,我方梯队,控制台I,入侵,Console_Icon,0,0
6411401,Console,我方梯队,控制台,破解,Console_Icon,0,0
6430005,Grenade,我方梯队,破片手雷,扔出/取消,Squad_Icon,1,0
6430006,Flashbang,我方梯队,闪光弹,扔出/取消,Squad_Icon,1,0
6430007,Machine_Gun_Tower,我方梯队,机枪塔,扔出/取消,Squad_Icon,1,0
6430008,hk416_agent,我方梯队,扮演416,确定,Squad_Icon,0,0
6430009,victor_agent,我方梯队,扮演维克托,确定,Squad_Icon,0,0
6430011,Grenade,我方梯队,破片手雷,拾取,Squad_Icon,0,0
6430012,Flashbang,我方梯队,闪光弹,拾取,Squad_Icon,0,0
6430013,Machine_Gun_Tower,我方梯队,机枪塔,拾取,Squad_Icon,0,0
6430014,Grenade,我方梯队,破片手雷*10,拾取,Squad_Icon,0,0
6430015,Flashbang,我方梯队,闪光弹*10,拾取,Squad_Icon,0,0
6430016,Machine_Gun_Tower,我方梯队,机枪塔*10,拾取,Squad_Icon,0,0
6430021,Grenade,我方梯队,破片手雷,炸个稀巴烂/算了不值得,Squad_Icon,1,0
6430201,WorkBench,我方梯队,医疗设备,制作面具,Squad_Icon,0,0
6440001,Console,我方梯队,控制台,破解,Console_Icon,0,0
6440002,Console,我方梯队,控制台,开启,Console_Icon,0,0
6440003,iaso,我方梯队,花粉炸弹,关闭,Console_Icon,0,0
6440004,Door_Left,我方梯队,控制台,开启,Console_Icon,0,0
6440005,Console,我方梯队,控制台,按下,Console_Icon,0,0
6440006,MissileLauncher,我方梯队,炮击阵地I,选择炮击目标/取消,Console_Icon,2,0
6440007,Build_PortableEMP,我方梯队,EMP手雷,携带,Squad_Icon,0,0
6440008,Build_PortableEMP,我方梯队,EMP手雷,扔出,Squad_Icon,2,0
6441110,Console_P,我方梯队,密码台,选择0,Console_Icon,0,0
6441111,Console_P,我方梯队,密码台,选择1,Console_Icon,0,0
6441112,Console_P,我方梯队,密码台,选择2,Console_Icon,0,0
6441113,Console_P,我方梯队,密码台,选择3,Console_Icon,0,0
6441114,Console_P,我方梯队,密码台,选择4,Console_Icon,0,0
6441115,Console_P,我方梯队,密码台,选择5,Console_Icon,0,0
6441116,Console_P,我方梯队,密码台,选择6,Console_Icon,0,0
6441117,Console_P,我方梯队,密码台,选择7,Console_Icon,0,0
6441118,Console_P,我方梯队,密码台,选择8,Console_Icon,0,0
6441119,Console_P,我方梯队,密码台,选择9,Console_Icon,0,0
6449999,golyatplg_d,我方梯队,投掷式歌莉娅,扔出/取消,Console_Icon,2,0
6460001,Boxhouse,我方梯队,帐篷,搜寻,Console_Icon,0,0
6470001,Console_P,我方梯队,控制台,启动,Console_Icon,0,0
6470002,Console_P,我方梯队,控制台,破解,Console_Icon,0,0
6480001,Console,我方梯队,控制台,破解,Console_Icon,0,0
6480002,Console,我方梯队,控制台,转换,Console_Icon,0,0
6480003,iaso,我方梯队,伊阿索之匣,启动,Console_Icon,0,0
6480004,iaso,我方梯队,伊阿索之匣,调查,Console_Icon,0,0
6480005,Boomer,我方梯队,歌莉娅,携带,Console_Icon,0,0
6480006,Boomer,我方梯队,歌莉娅,扔出,Console_Icon,1,0
6480007,Console,我方梯队,防御门,开启,Console_Icon,0,0
6480008,Console,我方梯队,防御门,关闭,Console_Icon,0,0
6480009,Viscosity_Bomb,我方梯队,塑胶炸弹,携带,Console_Icon,0,0
6480010,Viscosity_Bomb,我方梯队,塑胶炸弹,扔出,Console_Icon,1,0
6510001,PortalBlue,我方梯队,传送门,启动,Console_Icon,0,0
6510002,PortalBlue,我方梯队,传送门,启动,Console_Icon,0,0
6510003,Building_Material1,我方梯队,速迭建材,拾取,Console_Icon,0,0
6510004,MissileA1,我方梯队,粒子震荡炮,建造,Console_Icon,0,0
6510005,MissileA2,我方梯队,粒子震荡炮,升级,Console_Icon,2,0
6510006,SpeedTower,我方梯队,跃速塔,建造,Console_Icon,0,0
6510007,SpeeedTower,我方梯队,跃速塔,升级,Console_Icon,2,0
6510008,Portal_hg_1,我方梯队,全息召唤仪,建造,Console_Icon,0,0
6510009,Portal_ar_2,我方梯队,全息召唤仪,升级,Console_Icon,2,0
6510010,PylonTower_A_1,我方梯队,增幅塔,建造,Console_Icon,0,0
6510011,PylonTower_A_2,我方梯队,增幅塔,升级,Console_Icon,2,0
6510012,MissileA1,我方梯队,粒子震荡炮,炮击1,Console_Icon,2,0
6510013,MissileA2,我方梯队,粒子震荡炮,炮击2-A,Console_Icon,2,0
6510014,MissileB2,我方梯队,粒子震荡炮,炮击2-B,Console_Icon,2,0
6510015,MissileA3,我方梯队,粒子震荡炮,炮击3-A,Console_Icon,2,0
6510016,MissileB3,我方梯队,粒子震荡炮,炮击3-B,Console_Icon,2,0
6510017,Portal_hg_1,我方梯队,全息召唤仪,召唤HG,Console_Icon,2,0
6510018,Portal_ar_2,我方梯队,全息召唤仪,召唤AR1,Console_Icon,2,0
6510019,Portal_rf_2,我方梯队,全息召唤仪,召唤RF1,Console_Icon,2,0
6510020,Portal_mg_2,我方梯队,全息召唤仪,召唤MG1,Console_Icon,2,0
6510021,Portal_ar_3,我方梯队,全息召唤仪,召唤AR2,Console_Icon,2,0
6510022,Portal_rf_3,我方梯队,全息召唤仪,召唤RF2,Console_Icon,2,0
6510023,Portal_mg_3,我方梯队,全息召唤仪,召唤MG2,Console_Icon,2,0
6510024,SpeedTower,我方梯队,跃速塔,加速1,Console_Icon,2,0
6510025,SpeeedTower,我方梯队,跃速塔,加速2,Console_Icon,2,0
6510026,SpeeeedTower,我方梯队,跃速塔,加速3,Console_Icon,2,0
6510027,PylonTower_A_1,我方梯队,增幅塔,增幅1,Console_Icon,2,0
6510028,PylonTower_A_2,我方梯队,增幅塔,增幅2-A,Console_Icon,2,0
6510029,PylonTower_B_2,我方梯队,增幅塔,增幅2-B,Console_Icon,2,0
6510030,PylonTower_A_3,我方梯队,增幅塔,增幅3-A,Console_Icon,2,0
6510031,PylonTower_B_3,我方梯队,增幅塔,增幅3-B,Console_Icon,2,0
6510032,Console,我方梯队,控制台,启动面板A,Console_Icon,0,0
6510033,Console,我方梯队,控制台,获取,Console_Icon,0,0
6510034,Console,我方梯队,控制台,传输,Console_Icon,0,0
6510035,Console,我方梯队,控制台,启动,Console_Icon,0,0
6510036,PylonTower_A_3,我方梯队,增幅塔,夺取,Console_Icon,0,0
6510037,PylonTower_A_3,我方梯队,增幅塔,启动,Console_Icon,2,0
6510038,MissileB3,我方梯队,粒子震荡炮,开火,Console_Icon,0,0
6510039,MissileB3,我方梯队,粒子震荡炮,攻击,Console_Icon,2,0
6510040,SpeeeedTower,我方梯队,跃速塔,加速,Console_Icon,2,0
6510041,Console,我方梯队,控制台,调查,Console_Icon,0,0
6510042,Console,我方梯队,控制台,切换0,Console_Icon,0,0
6510043,Console,我方梯队,控制台,切换1,Console_Icon,0,0
6510044,Control_Center,我方梯队,控制中枢台,破解,Console_Icon,0,0
6510045,Console,我方梯队,控制台,启动,Console_Icon,0,0
6510046,Viscosity_Bomb,我方梯队,塑胶炸弹,拾取,Console_Icon,0,0
6510047,Viscosity_Bomb,我方梯队,塑胶炸弹,扔出,Console_Icon,0,0
6510048,MissileB3,我方梯队,粒子震荡炮,夺取,Console_Icon,0,0
6510049,Console,我方梯队,控制台,启动面板B,Console_Icon,0,0
6510050,Console,我方梯队,控制台,启动面板C,Console_Icon,0,0
6510051,PortalRed,我方梯队,传送门,启动,Console_Icon,0,0
6510052,PortalRed,我方梯队,传送门,启动,Console_Icon,0,0
6510053,MissileB2,我方梯队,粒子震荡炮,升级,Console_Icon,2,0
6510054,MissileA3,我方梯队,粒子震荡炮,升级,Console_Icon,2,0
6510055,MissileB3,我方梯队,粒子震荡炮,升级,Console_Icon,2,0
6510056,SpeeeedTower,我方梯队,跃速塔,升级,Console_Icon,2,0
6510057,Portal_rf_2,我方梯队,传送门,升级,Console_Icon,2,0
6510058,Portal_mg_2,我方梯队,传送门,升级,Console_Icon,2,0
6510059,Portal_ar_3,我方梯队,传送门,升级,Console_Icon,2,0
6510060,Portal_rf_3,我方梯队,传送门,升级,Console_Icon,2,0
6510061,Portal_mg_3,我方梯队,传送门,升级,Console_Icon,2,0
6510062,PylonTower_B_2,我方梯队,增幅塔,升级,Console_Icon,2,0
6510063,PylonTower_A_3,我方梯队,增幅塔,升级,Console_Icon,2,0
6510064,PylonTower_B_3,我方梯队,增幅塔,升级,Console_Icon,2,0
6510065,Building_Material2,我方梯队,废弃建材,拾取,Console_Icon,0,0
6510066,PylonTower_B_3,我方梯队,增幅塔,夺取,Console_Icon,0,0
6510067,PylonTower_B_3,我方梯队,增幅塔,启动,Console_Icon,2,0
8120301,Door_Left,控制台I,防御门I,开启A,Console_Icon,0,0
8120302,Door_Left,控制台I,防御门I,开启B,Console_Icon,0,0
8120303,Door_Left,控制台I,防御门I,开启C,Console_Icon,0,0
8120304,Door_Left,控制台I,防御门I,开启D,Console_Icon,0,0
8120305,Door_Left,控制台I,防御门I,重置,Console_Icon,0,0
8120701,RuinedBuilding,我方梯队,废弃建筑,预置炸药,Squad_Icon,0,0
8120709,EMP,我方梯队,EMP发生器,E!M!P!EX,Squad_Icon,0,0
9130101,Build_FireStealer,我方梯队,护盾发生器,轰击,Squad_Icon,0,0
9130114,Rock,我方梯队,乱石堆,轰击,Squad_Icon,0,0
9130201,ADK,我方梯队,防空阵地,轰击,Squad_Icon,0,0
9130506,Door_Left,我方梯队,防御门,预置爆破,Squad_Icon,0,0
9130507,Door_Left,我方梯队,防御门,预置爆破,Squad_Icon,0,0
9321201,Door_Left,控制台II,防御门II型①,乱序A,Console_Icon,0,0
9321202,Door_Left,控制台II,防御门II型①,乱序B,Console_Icon,0,0
9321203,Door_Left,控制台II,防御门II型②、③,乱序C,Console_Icon,0,0
9321206,Door_Left,控制台II,防御门II型②、③,乱序D,Console_Icon,0,0
9321208,Door_Left,控制台II,防御门II型①、②,乱序E,Console_Icon,0,0
9321210,Door_Left,控制台II,防御门II型②、③,乱序F,Console_Icon,0,0
9321212,Door_Left,控制台II,防御门II型③、④,乱序G,Console_Icon,0,0
9321214,Door_Left,控制台II,防御门II型①、③,乱序H,Console_Icon,0,0
9321215,Door_Left,控制台II,防御门II型①、④,乱序I,Console_Icon,0,0
9321216,Door_Left,控制台II,防御门II型②、④,乱序J,Console_Icon,0,0
9321217,Console,我方梯队,控制台II,解锁权限,Squad_Icon,0,0
9321218,Console,我方梯队,控制台II,解锁权限,Squad_Icon,0,0
9321223,Door_Left,控制台II,防御门II型③、④,乱序K,Console_Icon,0,0
9321225,Door_Left,控制台II,防御门II,乱序L,Console_Icon,0,0
9321503,Boomer,我方梯队,？？？,扔出,Squad_Icon,0,0
9322301,Console_P,我方梯队,WA2000,狙击,Console_Icon,0,0
9332102,Substation,我方梯队,变电站,启动,Console_Icon,0,0
9332103,Substation,我方梯队,变电站,关闭,Console_Icon,0,0
9332106,EMP,我方梯队,EMP发生器,E!M!P!,Squad_Icon,0,0
9332110,Detonator,我方梯队,起爆装置,引爆,Squad_Icon,0,0
9332114,Boomer,我方梯队,歌利亚,引爆,Squad_Icon,0,0
9333021,Boomer,我方梯队,歌利亚,扔出,Squad_Icon,0,0
9333210,Door_Left,控制台I,防御门ALL,关闭,Console_Icon,0,0
9333211,Door_Left,控制台I,防御门I,乱序A,Console_Icon,0,0
9333212,Door_Left,控制台I,防御门III,乱序B,Console_Icon,0,0
9333213,Door_Left,控制台I,防御门III,乱序C,Console_Icon,0,0
9333214,Door_Left,控制台I,防御门II/III,乱序D,Console_Icon,0,0
9333215,Door_Left,控制台I,防御门III,乱序E,Console_Icon,0,0
9333216,Door_Left,控制台I,防御门I/III,乱序F,Console_Icon,0,0
9333217,Door_Left,控制台I,防御门II,乱序G,Console_Icon,0,0
9333218,Door_Left,控制台I,防御门I,乱序H,Console_Icon,0,0
9333230,Door_Left,控制台I,防御门ALL,开启,Console_Icon,0,0
9333604,Console,我方梯队,？？？,炸毁,Squad_Icon,0,0
9335202,Console,我方梯队,控制台I型①,解锁权限,Squad_Icon,0,0
9335203,Console,我方梯队,控制台I型②,解锁权限,Squad_Icon,0,0
9335204,Console,我方梯队,控制台I型③,解锁权限,Squad_Icon,0,0
9335205,Console,我方梯队,控制台I型④,解锁权限,Squad_Icon,0,0
9335206,Console,我方梯队,控制台I型,重置,Squad_Icon,0,0
9335303,Boomer,我方梯队,？？？,扔出,Squad_Icon,0,0
9336101,Boomer,我方梯队,高脚架I,休眠,Squad_Icon,0,0
9336103,Door_Left,我方梯队,防御门X,扔出,Squad_Icon,0,0
9336306,Door_Left,我方梯队,防御门I型③,开启,Squad_Icon,0,0
9336401,Console,我方梯队,？？？,炸毁,Squad_Icon,0,0
9361731,Console,我方梯队,防御门A1,开启,Console_Icon,0,0
9361732,Console,我方梯队,防御门A2,开启,Console_Icon,0,0
9361733,Console,我方梯队,防御门A3,开启,Console_Icon,0,0
9361734,Console,我方梯队,防御门AX,开启,Console_Icon,0,0
9361735,Console,我方梯队,防御门B1,开启,Console_Icon,0,0
9361736,Console,我方梯队,防御门B2,开启,Console_Icon,0,0
9361737,Console,我方梯队,防御门B3,开启,Console_Icon,0,0
9361738,Console,我方梯队,防御门BX,开启,Console_Icon,0,0
9361741,Console,我方梯队,防御门A1,关闭,Console_Icon,0,0
9361742,Console,我方梯队,防御门A2,关闭,Console_Icon,0,0
9361743,Console,我方梯队,防御门A3,关闭,Console_Icon,0,0
9361744,Console,我方梯队,防御门AX,关闭,Console_Icon,0,0
9361745,Console,我方梯队,防御门B1,关闭,Console_Icon,0,0
9361746,Console,我方梯队,防御门B2,关闭,Console_Icon,0,0
9361747,Console,我方梯队,防御门B3,关闭,Console_Icon,0,0
9361748,Console,我方梯队,防御门BX,关闭,Console_Icon,0,0
9361751,Console,我方梯队,防御门X2/X4,状态切换,Console_Icon,0,0
9361752,Console,我方梯队,防御门X2/X3,状态切换,Console_Icon,0,0
9361753,Console,我方梯队,防御门X1/X2,状态切换,Console_Icon,0,0
9361754,Console,我方梯队,防御门X2/X4,状态切换,Console_Icon,0,0
9361755,Console,我方梯队,防御门X1/X4,状态切换,Console_Icon,0,0
9361756,Console,我方梯队,防御门X1,状态切换,Console_Icon,0,0
9361757,Console,我方梯队,防御门X1/X3,状态切换,Console_Icon,0,0
9361758,Console,我方梯队,防御门X1,状态切换,Console_Icon,0,0
9361759,Console,我方梯队,防御门X1/X2/X3,状态切换,Console_Icon,0,0
9361761,Console,我方梯队,防御门X1/X3,状态切换,Console_Icon,0,0
9361762,Console,我方梯队,防御门X1/X2,状态切换,Console_Icon,0,0
9361763,Console,我方梯队,防御门X2/X3,状态切换,Console_Icon,0,0
9361764,Console,我方梯队,防御门X1/X4,状态切换,Console_Icon,0,0
9361765,Console,我方梯队,防御门X2/X4,状态切换,Console_Icon,0,0
9361766,Console,我方梯队,防御门X1/X3,状态切换,Console_Icon,0,0
9361767,Console,我方梯队,防御门X1/X2/X3,状态切换,Console_Icon,0,0
9361768,Console,我方梯队,防御门X2/X3/X4,状态切换,Console_Icon,0,0
9361769,Console,我方梯队,防御门X4,状态切换,Console_Icon,0,0
9361803,Build_PortableEMP,我方梯队,？？？,扔出,Squad_Icon,0,0
9361805,Build_PortableEMP,我方梯队,EMP手雷,携带,Squad_Icon,0,0
9362002,Boomer,我方梯队,？？？,携带,Squad_Icon,0,0
9362003,Boomer,我方梯队,？？？,预置爆破,Squad_Icon,0,0
9362013,MissileLauncher,我方梯队,BGM火力小组,FIRE!,Squad_Icon,0,0
9362014,MissileLauncher,我方梯队,BGM火力小组,2 8 8 7,Squad_Icon,0,0
9363069,AirportTower,我方梯队,？？？,Easy Mod,Squad_Icon,0,0
9363070,AirportTower,我方梯队,？？？,Stay in hell,Squad_Icon,0,0
9363082,Boomer,我方梯队,？？？,预置爆破,Squad_Icon,0,0
9363403,Armstrongspiralgun,我方梯队,岸防炮,FIRE!,Squad_Icon,0,0
9363405,Armstrongspiralgun,我方梯队,岸防炮,2 8 8 7,Squad_Icon,0,0
9363802,PortableEMP_Nobase,我方梯队,？？？,搬动,Squad_Icon,0,0
9363901,PortableEMP_Nobase,我方梯队,？？？,搬动①,Squad_Icon,0,0
9363902,PortableEMP_Nobase,我方梯队,？？？,搬动②,Squad_Icon,0,0
9363903,PortableEMP_Nobase,我方梯队,？？？,Error,Squad_Icon,0,0
9370211,Console,我方梯队,防御门A,开启,Console_Icon,0,0
9370212,Console,我方梯队,防御门A,关闭,Console_Icon,0,0
9370411,Console,我方梯队,防御门B,开启,Console_Icon,0,0
9370412,Console,我方梯队,防御门B,关闭,Console_Icon,0,0
9370511,Console,我方梯队,防御门X1,开启,Console_Icon,0,0
9370512,Console,我方梯队,防御门X2,开启,Console_Icon,0,0
9370513,Console,我方梯队,防御门X3,开启,Console_Icon,0,0
9370514,Console,我方梯队,防御门X4,开启,Console_Icon,0,0
9370515,Console,我方梯队,防御门X1,关闭,Console_Icon,0,0
9370516,Console,我方梯队,防御门X2,关闭,Console_Icon,0,0
9370517,Console,我方梯队,防御门X3,关闭,Console_Icon,0,0
9370518,Console,我方梯队,防御门X4,关闭,Console_Icon,0,0
9370611,Console,我方梯队,防御门X1,开启,Console_Icon,0,0
9370612,Console,我方梯队,防御门X1/X2,状态切换,Console_Icon,0,0
9370613,Console,我方梯队,防御门X1/X2,状态切换,Console_Icon,0,0
9370614,Boomer,我方梯队,？？？,携带,Squad_Icon,0,0
9370615,Boomer,我方梯队,？？？,扔出,Squad_Icon,0,0
9410201,Console,我方梯队,控制台,提取资料,Squad_Icon,0,0
9410212,Console,我方梯队,控制台,Link Start!,Squad_Icon,0,0
9410214,LiftBlue,我方梯队,位面电梯,运输,Squad_Icon,0,0
9410308,Door_Left,控制台,防御门,开启,Console_Icon,0,0
9410321,Console,我方梯队,控制台,区域检测,Squad_Icon,0,0
9410329,Console,我方梯队,控制台,检测完成,Squad_Icon,0,0
9411239,Hole,我方梯队,喷泉？,金色斧头,Squad_Icon,0,0
9411240,Hole,我方梯队,喷泉？,银色斧头,Squad_Icon,0,0
9411241,Hole,我方梯队,喷泉？,都没丢,Squad_Icon,0,0
9411242,Hole,我方梯队,喷泉？,……,Squad_Icon,0,0
9411244,Hole,我方梯队,喷泉？,可以全都//n要吗？,Squad_Icon,0,0
9411301,Console,我方梯队,控制台,简单模式,Squad_Icon,0,0
9411302,Console,我方梯队,控制台,一般模式,Squad_Icon,0,0
9411303,Console,我方梯队,控制台,困难模式,Squad_Icon,0,0
9411801,Console,我方梯队,控制台,连接系统,Squad_Icon,0,0
9411802,Console,我方梯队,雷达点A,旋转90°,Squad_Icon,0,0
9411803,Console,我方梯队,雷达点A,旋转//n270°,Squad_Icon,0,0
9411804,Console,我方梯队,雷达点B,旋转90°,Squad_Icon,0,0
9411808,Console,我方梯队,雷达点C,旋转90°,Squad_Icon,0,0
9411833,Console,我方梯队,雷达点_左,旋转90°,Squad_Icon,0,0
9411834,Console,我方梯队,雷达点_下,旋转90°,Squad_Icon,0,0
9411835,Console,我方梯队,雷达点_右,旋转90°,Squad_Icon,0,0
9411836,Console,我方梯队,雷达点_上,旋转90°,Squad_Icon,0,0
9411842,Console,我方梯队,雷达点A,旋转//n270°,Squad_Icon,0,0
9411843,Console,我方梯队,雷达点B,旋转90°,Squad_Icon,0,0
9411844,Console,我方梯队,雷达点B,旋转//n270°,Squad_Icon,0,0
9411845,Console,我方梯队,雷达点C,旋转90°,Squad_Icon,0,0
9411846,Console,我方梯队,雷达点D,旋转90°,Squad_Icon,0,0
9411847,Console,我方梯队,雷达点D,旋转//n180°,Squad_Icon,0,0
9411848,Console,我方梯队,雷达点E,旋转90°,Squad_Icon,0,0
9411849,Console,我方梯队,雷达点F,旋转90°,Squad_Icon,0,0
9411858,Console,我方梯队,雷达点,重置,Squad_Icon,0,0
9411859,Console,我方梯队,雷达点,完成破解,Squad_Icon,0,0
9490103,Sundries,我方梯队,杂物堆,携带,Console_Icon,0,0
9490104,Sundries,我方梯队,杂物堆,携带,Console_Icon,0,0
9490105,Sundries,我方梯队,杂物堆,放下,Console_Icon,0,0
9490106,Sundries,我方梯队,杂物堆,放下,Console_Icon,0,0
9490202,KP-31CD,我方梯队,歌曲CD,派发,Console_Icon,0,0
9490203,KP-31CD,我方梯队,歌曲CD,派发,Console_Icon,0,0
44360002,golyatplg_d,投掷式歌利亚,控制台,拾取,Console_Icon,0,0
44400004,Console,我方梯队,控制台,提取,Console_Icon,0,0
44400005,Console,我方梯队,控制台,提取,Console_Icon,0,0
44400006,Console,我方梯队,控制台,提取,Console_Icon,0,0
44540001,Console,我方梯队,控制台,预置爆破,Console_Icon,0,0
44540002,Console,我方梯队,控制台,预置爆破,Console_Icon,0,0
45010001,Console,我方梯队,控制台,Haven Mode,Console_Icon,0,0
45010002,Console,我方梯队,控制台,Easy Mode,Console_Icon,0,0
45010003,Console,我方梯队,控制台,Nomal Mode,Console_Icon,0,0
45010004,Console,我方梯队,控制台,心智入侵,Console_Icon,0,0
45010005,Console,我方梯队,控制台,心智入侵,Console_Icon,0,0
94040901,Rock,我方梯队,乱石堆,炸毁,Squad_Icon,0,0
94040902,Birdge_Left,我方梯队,要道,预置爆破,Squad_Icon,0,0
94040905,Boomer,我方梯队,歌利亚,携带,Squad_Icon,0,0
94040908,Door_Left,控制台,防御门①-A,关闭,Console_Icon,0,0
94040909,Door_Left,控制台,防御门①-B,关闭,Console_Icon,0,0
94040910,Door_Left,控制台,防御门①-C,关闭,Console_Icon,0,0
94040911,Door_Left,控制台,防御门②-A,关闭,Console_Icon,0,0
94040912,Door_Left,控制台,防御门②-B,关闭,Console_Icon,0,0
94040913,Door_Left,控制台,防御门②-C,关闭,Console_Icon,0,0
94040914,Door_Left,控制台,防御门③-A,关闭,Console_Icon,0,0
94040915,Door_Left,控制台,防御门③-B,关闭,Console_Icon,0,0
94040916,Door_Left,控制台,防御门③-C,关闭,Console_Icon,0,0
94040917,Door_Left,控制台,防御门,全部关闭,Console_Icon,0,0
94040918,AirportTower,控制台,净化塔,净化,Console_Icon,0,0
94314001,WorkBench,我方梯队,工作台,升级面具,Squad_Icon,0,0
